Departure,Arrival,a,b,a,b,a,b,a,b,a,b,a,b,a,b,a
SEA,TPA,20-Apr,17,100,100,100,0,0,0,4.07,15.41,1.18,2.06,0.94,0,0
SEA,TUS,20-Apr,28,96.43,96.43,96.43,0,0,1.29,5.1,13.89,2.75,7.07,0.49,0.64,0.96
SEA,VNY,20-Apr,1,100,100,100,0,0,0,8,20,8,0,0,0,1
SFO,ABQ,20-Apr,4,100,100,100,0,0,0,1.45,13.25,0,1.25,1.65,0,0
SFO,ANC,20-Apr,5,80,80,100,0,0,3,2.9,15.2,6.2,0,1.8,0,5.6
SFO,ATL,20-Apr,61,98.36,98.36,100,0,0,0.41,0.31,12.33,0.43,0.18,1.1,0,0
SFO,AUS,20-Apr,8,100,100,100,0,0,0,2.33,15,1.13,3.88,6.9,4.63,1.5
SFO,BOS,20-Apr,37,100,100,100,0,0,0.14,0.6,12,0.38,0.16,1.01,0,0
SFO,BUR,20-Apr,63,98.41,98.41,98.41,0,0,1.02,0.7,9.44,1.02,2.54,1.33,0.24,0.89
SFO,CLT,20-Apr,53,100,98.11,100,0,0,0.4,1.47,13.74,0.49,0.6,2.48,0,0.02
SFO,DAL,20-Apr,15,100,100,100,0,0,0.2,2.01,13.73,0.73,10.2,0.88,0,0
SFO,DCA,20-Apr,23,95.65,95.65,100,0,0,1.39,3.73,16.83,1.78,3.17,0.73,0.22,0
SFO,DEN,20-Apr,183,96.17,95.63,97.27,0,0,1.61,2.01,13.4,2.28,1.44,1.04,0.34,1
SFO,DFW,20-Apr,97,100,100,100,0,0,0.36,0.96,12.97,0.41,2.05,3.74,0.1,0.03
SFO,DTW,20-Apr,28,100,100,100,0,0,0.93,0,10.86,0.43,0.43,1.12,0,0
SFO,EWR,20-Apr,64,98.44,93.75,100,0,0,1,3.84,17.33,2.52,0.97,1.91,0.16,0.06
SFO,FLL,20-Apr,19,100,100,100,0,0,0,0.76,12.16,0,0.68,0.93,0.37,0
SFO,HNL,20-Apr,57,87.72,84.21,91.23,0,0,6.67,2.25,15.18,7.33,2.7,1.77,0.14,3.14
SFO,IAD,20-Apr,64,98.44,98.44,98.44,0,0,1.06,1.6,14.83,1.23,0.73,0.84,0.27,1
SFO,IAH,20-Apr,65,93.85,87.69,95.38,0,0,3.15,3.41,16.37,5.25,1.4,1.02,0.58,1.88
SFO,JFK,20-Apr,77,98.7,97.4,98.7,0,0,1.29,1.65,13.31,1.6,1.86,1.94,0.08,0.64
SFO,LAS,20-Apr,141,97.16,97.87,98.58,0,0,1.41,1.04,10.74,1.46,0.13,1.05,0.05,0.74
SFO,LAX,20-Apr,337,98.81,98.52,98.81,0,0,0.56,0.92,11.57,0.75,2.25,0.97,0.13,0.47
SFO,LGB,20-Apr,4,75,75,75,0,0,21,0,11.25,21,8,0,30.25,27.5
SFO,MCO,20-Apr,6,83.33,100,100,0,0,2.5,1.07,13.67,2.17,4.17,1.68,0,0
SFO,MDW,20-Apr,20,100,100,100,0,0,0.25,0.51,8.05,0.55,4.9,0.18,0,0
SFO,MIA,20-Apr,49,91.84,91.84,93.88,0,0,4.45,1.38,13.59,4.96,1.1,0.19,0.16,3.35
SFO,MSP,20-Apr,46,100,100,100,0,0,0.28,0.5,12,0.3,2.22,0.22,0.15,0
SFO,MSY,20-Apr,1,100,100,100,0,0,0,4.1,17,0,1,0.3,0,0
SFO,OAK,20-Apr,5,60,60,40,0,0,20.4,2.7,14.8,23.2,4.4,0.4,3.4,26
SFO,OMA,20-Apr,1,0,0,0,0,0,17,0,11,16,7,1.3,6,24
SFO,ONT,20-Apr,40,97.5,97.5,100,0,0,0.45,1.02,10.38,0.78,2.73,0.16,0.15,0
SFO,ORD,20-Apr,120,95,90.83,99.17,0,0,3.16,1.62,14.44,3.81,0.39,1.28,0.16,1.38
SFO,PDX,20-Apr,47,95.74,95.74,95.74,0,0,2.91,2.01,14.62,3.32,0.51,0.25,0.15,2.85
SFO,PHL,20-Apr,41,97.56,97.56,97.56,0,0,1.39,1.18,13.37,1.46,1.1,1.06,0,0.39
SFO,PHX,20-Apr,140,96.43,96.43,98.57,0,0,1.17,1.26,11.16,1.46,2.29,0.41,0.06,0.4
SFO,PSP,20-Apr,81,96.3,95.06,100,0,0,1.36,1.08,11.46,1.48,7.54,0.38,0.4,0.26
SFO,RFD,20-Apr,30,26.67,26.67,26.67,0,0,24.8,1.12,13.17,25.97,1.1,0,1.23,24.37
SFO,SAN,20-Apr,156,96.79,96.79,98.08,0,0,1.73,1.02,10.79,1.97,2.2,0.38,0.1,1.25
SFO,SAT,20-Apr,1,0,0,0,0,0,67,0,12,66,4,0,2,69
SFO,SEA,20-Apr,148,96.62,93.92,98.65,0,0,2.68,1.88,14.01,3.21,2.08,3.7,0.35,1.55
SFO,SJC,20-Apr,1,0,0,0,0,0,130,1.4,14,131,14,0,16,146
SFO,SLC,20-Apr,115,100,100,100,0,0,0.19,1.08,12.95,0.44,1.66,0.87,0.44,0.1
SFO,SMF,20-Apr,34,94.12,94.12,97.06,0,0,2.12,0.81,12.24,1.94,4.15,0.42,0,0.79
SFO,SNA,20-Apr,83,97.59,97.59,98.8,0,0,0.94,0.53,12.16,0.88,6.49,0.03,0,0.35
SFO,STL,20-Apr,2,100,100,100,0,0,0,0.8,8.5,0,4.5,0.7,0,0
SFO,TUS,20-Apr,30,96.67,96.67,96.67,0,0,0.63,1.14,12.57,0.83,6.17,0.37,0.33,0.97
SFO,VNY,20-Apr,2,0,0,100,0,0,17.5,0,10.5,16,0,0,0,11
SJC,ABQ,20-Apr,1,100,100,100,0,0,0,3.3,11,0,0,0,0,0
SJC,ANC,20-Apr,2,50,50,100,0,0,18,0,9,18,4.5,0.7,5,11.5
SJC,ATL,20-Apr,13,100,100,100,0,0,0.15,1.15,12.92,0.15,0.23,1.23,0,0
SJC,AUS,20-Apr,28,96.43,96.43,96.43,0,0,1.61,1.76,9.61,1.64,3.04,0.35,0,1.43
SJC,BOS,20-Apr,3,100,66.67,100,0,0,0,10.47,21.33,8.33,0,3.13,4.67,3.33
SJC,BUR,20-Apr,75,97.33,97.33,94.67,0,0,1.08,1,8.53,1.28,3.08,0.35,0.57,1.48
SJC,BWI,20-Apr,2,100,100,100,0,0,0,1.8,9.5,0,1,4.15,0,0
SJC,DAL,20-Apr,26,100,100,100,0,0,0.19,1.01,8.58,0.15,3.08,0.26,0.42,0.15
SJC,DEN,20-Apr,63,98.41,98.41,98.41,0,0,0.6,1.63,10.4,0.87,1.59,0.67,0.25,0.43
SJC,DFW,20-Apr,42,95.24,95.24,100,0,0,1.88,2.81,13.48,2.98,0.48,3.78,0.1,0.5
SJC,EWR,20-Apr,1,100,100,100,0,0,0,6.6,16,0,0,38.4,14,0
SJC,HNL,20-Apr,3,66.67,66.67,66.67,0,0,51.67,0.97,8.67,51.67,0,0.83,0,38.67
SJC,HOU,20-Apr,8,100,100,100,0,0,0.13,0.69,8.13,0.13,3.88,0.55,0.13,0
SJC,IAD,20-Apr,1,0,0,100,0,0,20,0,8,19,0,0,0,14
SJC,IAH,20-Apr,1,0,0,0,0,0,24,0,9,24,13,2.5,14,38
SJC,JAX,20-Apr,1,100,100,100,0,0,0,0,9,0,10,0,7,0
SJC,JFK,20-Apr,1,100,100,100,0,0,0,0,10,0,0,0,0,0
SJC,LAS,20-Apr,98,97.96,97.96,97.96,0,0,0.93,1.07,8.76,1.04,0.17,1.24,0.57,0.82
SJC,LAX,20-Apr,188,97.87,97.87,98.94,0,0,1.45,1.43,10.21,1.61,5.34,0.77,0.14,1.14
SJC,LGB,20-Apr,33,100,100,100,0,0,0.24,1.03,8.42,0.48,4.12,0.94,0.61,0.33
SJC,MDW,20-Apr,8,100,100,100,0,0,0.25,1.39,9,0.5,1.63,2.67,0,0
SJC,MIA,20-Apr,1,0,0,0,0,0,26,0,9,26,0,0,0,20
SJC,MSP,20-Apr,1,100,100,100,0,0,0,0,11,0,7,4.8,0,0
SJC,OAK,20-Apr,6,33.33,33.33,50,0,0,23.33,1.92,11.17,25.5,0,0.67,0.17,21.67
SJC,ONT,20-Apr,41,97.56,97.56,97.56,0,0,0.98,0.92,8.34,1.12,1.59,0.04,0.32,0.59
SJC,ORD,20-Apr,7,100,71.43,100,0,0,2.57,5,16,6.71,0.43,1.44,0,0.86
SJC,PDX,20-Apr,82,98.78,97.56,97.56,0,0,0.62,2.05,10.4,1.05,0.88,0.26,0.6,0.67
SJC,PHX,20-Apr,98,98.98,98.98,100,0,0,0.29,2.68,11.18,1.09,4.39,0.23,0.33,0.3
SJC,SAN,20-Apr,174,97.7,97.7,98.28,0,0,0.81,1.08,9.25,0.86,3.8,0.32,0.33,0.67
SJC,SEA,20-Apr,136,97.79,96.32,99.26,0,0,0.9,1.12,9.74,1.05,2.44,2.05,0.29,0.38
SJC,SFO,20-Apr,2,0,0,0,0,0,32,0.75,10,33,0.5,0,0.5,29
SJC,SLC,20-Apr,96,97.92,97.92,100,0,0,1.02,0.74,11.18,0.86,0.15,0.5,0.35,0.23
SJC,SMF,20-Apr,2,50,50,50,0,0,19.5,3.75,13,23.5,8.5,0.15,11,26
SJC,SNA,20-Apr,63,98.41,98.41,98.41,0,0,0.76,0.81,8.38,0.89,4.46,0.65,0.08,0.73
SJC,STL,20-Apr,2,100,100,100,0,0,0,1.8,9.5,0,0,0.2,0,0
SJC,TUS,20-Apr,9,100,100,100,0,0,0,0.39,7.67,0,4.89,0.31,2.78,0.78
SJC,VNY,20-Apr,2,0,0,0,0,0,52,0,8.5,51.5,1.5,0,1.5,51
SJU,ATL,20-Apr,26,92.31,92.31,92.31,0,0,5.42,1.52,12.58,5.77,1.15,0.19,5.31,6.69
SJU,AUS,20-Apr,1,0,0,0,0,0,48,1.5,13,50,3,0,3,51
SJU,BDL,20-Apr,12,83.33,83.33,75,0,0,7,4.88,16.33,9.42,4.42,2.1,8.67,12.42
SJU,BOS,20-Apr,34,85.29,85.29,79.41,0,0,6.44,3.79,15.24,8.06,1.76,2.04,6.26,7.09
SJU,BWI,20-Apr,23,95.65,91.3,91.3,0,0,1.22,2.74,13.83,2.3,1.61,0.58,5.26,3.26
SJU,CLT,20-Apr,31,93.55,93.55,96.77,0,0,1.35,4.08,15.45,2.16,1.42,1.06,0.77,1.19
SJU,DCA,20-Apr,9,100,100,100,0,0,0,2.89,13.67,0,4,0.6,5.11,0
SJU,DFW,20-Apr,4,100,100,100,0,0,0,2.25,13.75,0,0,6.7,0.75,0
SJU,EWR,20-Apr,47,85.11,82.98,80.85,0,0,5.4,2.8,14.09,7,1.94,1.32,2.94,6.81
SJU,FLL,20-Apr,116,93.97,93.97,93.97,0,0,3.34,1.69,12.78,3.57,0.37,1.02,0.84,3.12
SJU,HOU,20-Apr,15,93.33,93.33,93.33,0,0,8.73,1.83,13.13,8.73,2.27,0.47,4.13,9.6
SJU,IAD,20-Apr,7,71.43,71.43,71.43,0,0,14.86,0.93,12.14,15.14,2,0,2.71,14.43
SJU,IAH,20-Apr,2,0,0,0,0,0,71,0.75,12,72,17.5,1,19,90
SJU,JFK,20-Apr,40,97.5,95,90,0,0,1.82,3.66,15.05,4.22,0.68,0.9,2.83,3.05
SJU,MCO,20-Apr,146,95.89,94.52,96.58,0,0,4.14,1.92,12.96,4.63,0.22,1.85,1.16,3.99
SJU,MDW,20-Apr,14,100,100,100,0,0,0,2.14,13.5,0.21,1.5,0.22,5.79,2.07
SJU,MIA,20-Apr,82,81.71,81.71,80.49,0,0,7.28,1.96,13.09,8.01,1.35,0.36,1.5,8.49
SJU,ORD,20-Apr,2,100,50,100,0,0,0,8.5,20,7.5,0,0.7,0.5,6
SJU,PBI,20-Apr,1,0,0,0,0,0,18,0,11,18,4,0,3,20
SJU,PHL,20-Apr,8,87.5,87.5,75,0,0,2.75,5.5,17,3.38,0.25,2.63,7.13,5.25
SJU,RSW,20-Apr,1,0,0,0,0,0,44,0,10,43,4,0,2,46
SJU,TPA,20-Apr,22,95.45,90.91,100,0,0,2.36,3.41,14.64,3.45,1.82,1.29,3.95,2.55
SLC,ABQ,20-Apr,55,94.55,92.73,94.55,0,0,3.42,1.62,13.58,3.91,1.73,1.33,0.2,2.91
SLC,ATL,20-Apr,126,92.06,91.27,95.24,0,0,3.98,1.67,15.32,4.71,0.27,0.29,0.37,2.54
SLC,AUS,20-Apr,34,94.12,91.18,94.12,0,0,2.24,2.07,16.76,3,1.06,1.84,2.44,3.24
SLC,BNA,20-Apr,2,100,100,100,0,0,0,0,14,0,0,3.8,0.5,0
SLC,BOS,20-Apr,20,100,100,100,0,0,0.55,1.31,13.75,0.9,0.25,0.48,0.4,0.3
SLC,BUR,20-Apr,75,100,97.33,97.33,0,0,0.39,2.32,14.01,1.32,8.4,0.47,1.64,0.88
SLC,BWI,20-Apr,12,100,100,100,0,0,0.42,1.62,9.92,0.75,1,1.6,0,0
SLC,CLT,20-Apr,24,95.83,95.83,95.83,0,0,2.29,2.22,13.54,2.67,1.08,0.51,0.46,1.96
SLC,CVG,20-Apr,52,100,100,100,0,0,0.35,0.53,14,0.48,0.12,0.13,0.27,0.19
SLC,DAL,20-Apr,26,96.15,96.15,96.15,0,0,2.77,1.38,9.42,3.19,2.69,0.24,0.42,2.23
SLC,DCA,20-Apr,12,91.67,91.67,100,0,0,1.58,3.25,17.5,3.75,0.83,0.51,0.67,0
SLC,DEN,20-Apr,209,97.13,95.69,96.65,0,0,1.22,1.92,13.02,2.04,1.93,0.98,0.72,1.24
SLC,DFW,20-Apr,112,98.21,95.54,98.21,0,0,0.86,3.27,15.63,2.05,1.57,3.79,1.38,1.22
SLC,DTW,20-Apr,81,96.3,95.06,97.53,0,0,1.22,1.78,15.19,2.11,0.07,2.1,1.35,1.3
SLC,EWR,20-Apr,1,100,100,100,0,0,0,0,14,0,0,0,0,0
SLC,HNL,20-Apr,1,100,100,100,0,0,0,0,15,0,0,3.2,2,0
SLC,HOU,20-Apr,6,83.33,83.33,83.33,0,0,9.67,0.55,8.83,9.33,1.5,0,0,8.33
SLC,IAD,20-Apr,2,50,50,50,0,0,27,2.75,17,26.5,1.5,0,1.5,28
SLC,IAH,20-Apr,67,92.54,91.04,92.54,0,0,3.64,1.89,14.58,4.54,3.72,2.27,1.12,3.85
SLC,JFK,20-Apr,43,93.02,88.37,95.35,0,0,4.93,3.64,16.98,6.77,0.28,0.58,0.37,2.07
SLC,LAS,20-Apr,122,98.36,98.36,98.36,0,0,0.61,0.99,11.94,1.01,0.8,0.35,1.41,1
SLC,LAX,20-Apr,167,96.41,96.41,98.2,0,0,1.82,1.47,13.65,2.29,0.62,0.12,0.31,1.41
SLC,LGB,20-Apr,57,94.74,92.98,96.49,0,0,2,2.5,14.14,3.21,5.42,0.6,1.63,1.14
SLC,MCI,20-Apr,53,90.57,88.68,90.57,0,0,5.42,2.19,14.45,6.51,6.32,1.23,0.92,5.15
SLC,MCO,20-Apr,16,100,100,100,0,0,0.63,1.69,15.94,1,0,0.95,0,0
SLC,MDW,20-Apr,49,95.92,95.92,97.96,0,0,1.33,1.88,10.08,2.04,3.45,0.32,0.12,0.59
SLC,MSP,20-Apr,100,94,96,97,0,0,2.81,1.07,14.18,3,1.12,0.23,0.54,1.98
SLC,MSY,20-Apr,8,100,100,100,0,0,0,1.5,15.25,0.63,0,0.68,0.5,0
SLC,OAK,20-Apr,75,96,94.67,97.33,0,0,1.93,1.56,12.67,2.27,0.41,1,0.39,1.67
SLC,OMA,20-Apr,33,100,96.97,100,0,0,0.06,2.11,14.42,1.06,6,0.3,0.88,0.45
SLC,ONT,20-Apr,65,95.38,96.92,96.92,0,0,1.43,2.07,14.12,2.2,4.91,0.13,2.34,2.22
SLC,ORD,20-Apr,107,97.2,91.59,99.07,0,0,1.93,3.39,16.16,3.58,1.87,2.26,0.46,1
SLC,PDX,20-Apr,89,97.75,95.51,95.51,0,0,1.11,1.2,13.92,1.42,1.58,0.65,4.26,2.76
SLC,PHL,20-Apr,2,100,100,100,0,0,0,0.75,14.5,0,0,0,0,0
SLC,PHX,20-Apr,200,97,97,97,1,1,1.69,1.6,12.33,2.23,1.33,0.66,1.14,2.04
SLC,PSP,20-Apr,41,100,97.56,97.56,0,0,0,2.43,15.12,0.88,2.95,0.08,1.54,0.78
SLC,SAN,20-Apr,86,94.19,94.19,93.02,0,0,1.8,1.91,14.72,2.24,0.92,0.59,3.36,3.1
SLC,SAT,20-Apr,42,97.62,95.24,97.62,0,0,0.86,3.3,16.02,2.14,6.24,0.59,0.98,0.83
SLC,SEA,20-Apr,145,97.93,97.93,96.55,0,0,0.83,1.25,14.23,1.1,4.54,1.65,2.52,1.48
SLC,SFO,20-Apr,113,96.46,95.58,97.35,0,0,1.36,2.15,14.9,2.17,3.28,0.05,0.41,1.04
SLC,SJC,20-Apr,91,94.51,93.41,93.41,0,0,2.3,1.89,14.58,3.04,0.3,0.35,3.44,3.79
SLC,SMF,20-Apr,83,98.8,98.8,97.59,0,0,0.37,1.81,14.64,0.78,2.28,0.44,3.16,1.05
SLC,SNA,20-Apr,60,96.67,96.67,98.33,0,0,1.47,1.28,15.23,1.62,0.08,0.22,3.23,2.17
SLC,STL,20-Apr,37,97.3,97.3,97.3,0,0,3.08,1.46,14,3.24,0.49,0.71,0.08,2.46
SLC,TPA,20-Apr,1,100,100,100,0,0,0,8.5,24,4,0,0,0,0
SLC,TUS,20-Apr,63,96.83,90.48,100,0,0,1.6,3.02,15.52,3.1,6.73,0.35,0.37,0.24
SLC,VNY,20-Apr,3,33.33,33.33,33.33,0,0,17,0.47,14,17.33,0,0,0,13
SMF,ATL,20-Apr,31,96.77,93.55,100,0,0,1.1,0.53,10.65,1.23,0,0.35,0,0
SMF,AUS,20-Apr,15,100,100,100,0,0,0,2.03,9.73,0.47,1.53,0.31,0,0
SMF,BUR,20-Apr,88,97.73,97.73,100,0,0,0.51,1.12,8.44,0.59,0.86,0.61,0.19,0.3
SMF,BWI,20-Apr,3,100,100,100,0,0,0,4.3,12,1.67,2,0.2,0,0
SMF,CLT,20-Apr,30,93.33,93.33,96.67,0,0,2.83,1.03,10.97,3.13,1.2,0.31,0,1.4
SMF,DAL,20-Apr,13,92.31,92.31,92.31,0,0,3.85,2.18,9.69,4.77,2.38,0.4,0,3.38
SMF,DEN,20-Apr,95,98.95,97.89,97.89,0,0,0.87,1.68,9.99,1.31,1.49,0.88,0.52,0.85
SMF,DFW,20-Apr,57,92.98,92.98,92.98,0,0,4.39,1.42,12.19,5.12,0.96,4.25,0.58,3.58
SMF,HNL,20-Apr,4,100,100,100,0,0,0,3.05,10.75,2.25,3.5,2.5,0,0
SMF,IAH,20-Apr,11,100,100,90.91,0,0,0,0.36,9.36,0,4.36,2.23,3,1.82
SMF,JFK,20-Apr,13,92.31,92.31,92.31,0,0,3.85,2.78,12.15,4.69,0,0.96,0,2.23
SMF,LAS,20-Apr,99,98.99,98.99,98.99,0,0,0.72,1.86,9.6,1.19,0.8,0.78,1.49,1
SMF,LAX,20-Apr,137,99.27,99.27,99.27,0,0,0.55,0.92,9.26,0.56,2.88,0.52,0.01,0.19
SMF,LGB,20-Apr,43,100,100,100,0,0,0.4,1.25,8.53,0.47,1,0.31,0.07,0.07
SMF,MDW,20-Apr,9,100,88.89,100,0,0,0.78,2.74,10.44,2.78,4.11,0.16,0.89,1.44
SMF,MSP,20-Apr,1,100,100,100,0,0,0,0,9,0,0,0,0,0
SMF,OAK,20-Apr,1,100,100,100,0,0,0,0,9,0,6,1,6,0
SMF,ONT,20-Apr,64,96.88,96.88,98.44,0,0,0.8,0.99,8.38,0.73,0.55,0.12,0.05,0.5
SMF,ORD,20-Apr,20,90,90,95,0,0,3.75,1.11,10.65,3.85,0.65,1.05,0,1.55
SMF,PDX,20-Apr,75,98.67,97.33,100,0,0,0.59,0.93,8.97,0.85,1.17,0.77,0.21,0.36
SMF,PHL,20-Apr,25,92,92,88,0,0,1.44,0.54,9.56,2,1.12,0.9,1.4,2.64
SMF,PHX,20-Apr,114,100,100,100,0,0,0.02,1.29,9.41,0.36,0.81,0.4,0.52,0.15
SMF,SAN,20-Apr,200,98.5,98,99.5,0,0,0.57,1.35,9.16,0.9,1.68,0.15,0.24,0.45
SMF,SEA,20-Apr,125,99.2,98.4,98.4,0,0,1.09,1.46,10.89,1.44,3.93,3.83,1.31,1.53
SMF,SFO,20-Apr,32,100,100,100,0,0,0,1.96,11.94,0.34,2.06,0.94,0,0
SMF,SJC,20-Apr,1,0,0,0,0,0,52,0.9,10,53,5,0,7,60
SMF,SLC,20-Apr,85,97.65,97.65,97.65,0,0,1.48,0.8,10.78,1.51,1.04,0.48,0.88,1.49
SMF,SNA,20-Apr,69,97.1,97.1,98.55,0,0,0.84,1.01,8.36,0.93,1.93,0.26,0.12,0.43
SMF,STL,20-Apr,10,100,100,100,0,0,0.4,1.51,9,1.1,2.4,0.2,0.5,0.1
SMF,TPA,20-Apr,30,53.33,53.33,53.33,0,0,15.63,1.22,10.23,16.87,2.97,0.27,5.37,19.7
SNA,ANC,20-Apr,1,0,0,0,0,0,38,0,6,35,0,1.2,0,31
SNA,ATL,20-Apr,12,83.33,83.33,91.67,0,0,4.17,1.7,11.67,4.25,1,1.67,0,1.33
SNA,AUS,20-Apr,1,0,0,0,0,0,25,1.3,10,26,0,1.5,2,27
SNA,BUR,20-Apr,5,60,60,40,0,0,27.4,2.44,10.8,29.6,5.8,0.1,6.8,35.2
SNA,DAL,20-Apr,1,100,100,100,0,0,0,0,8,0,6,0.3,7,0
SNA,DEN,20-Apr,87,97.7,97.7,100,0,0,0.72,2.26,10.22,2.15,1.37,0.51,0.07,0.05
SNA,DFW,20-Apr,72,100,98.61,98.61,0,0,0.38,3.51,13.33,1.99,1.44,4.19,0.61,0.36
SNA,HOU,20-Apr,4,0,0,25,0,0,40,0.65,8.75,39.75,1.75,0.8,1.75,39
SNA,IAH,20-Apr,11,100,100,100,0,0,0.09,1.8,11.64,0.27,3,1.05,1.36,0.45
SNA,LAS,20-Apr,62,95.16,95.16,96.77,0,0,1.32,2.14,9.23,2.71,0.21,0.82,0.26,1.27
SNA,LAX,20-Apr,1,100,100,100,0,0,0,0,8,0,1,0,0,0
SNA,LGB,20-Apr,1,0,0,0,0,0,18,0.3,9,18,3,0.5,4,22
SNA,MSP,20-Apr,5,100,100,100,0,0,0,2.24,12.8,0.6,1.2,1.16,0,0
SNA,OAK,20-Apr,70,88.57,88.57,87.14,0,0,4.76,0.74,7.8,5.16,1.53,0.56,0.76,5.06
SNA,OGG,20-Apr,1,0,0,0,0,0,52,1.3,10,53,4,0,5,57
SNA,ONT,20-Apr,1,100,100,100,0,0,0,0,8,0,0,0.8,2,0
SNA,ORD,20-Apr,47,100,97.87,100,0,0,0.49,2.26,11.91,0.68,0.19,1.96,0,0
SNA,PBI,20-Apr,1,0,0,0,0,0,17,0.3,9,17,12,0.2,14,31
SNA,PDX,20-Apr,7,100,100,100,0,0,0,3.46,11.71,0.43,0,0.71,0,0
SNA,PHL,20-Apr,1,100,100,100,0,0,0,9.3,18,9,0,0,0,7
SNA,PHX,20-Apr,108,94.44,94.44,95.37,2,67,3.62,2,9.77,4.34,2.75,0.49,0.24,3.11
SNA,PSP,20-Apr,1,0,0,100,0,0,15,0.3,9,15,0,0,0,3
SNA,SAN,20-Apr,1,0,0,0,0,0,19,0.3,9,19,0,0.8,0,17
SNA,SEA,20-Apr,35,97.14,94.29,94.29,0,0,1.14,3.79,12.46,2.09,2.89,3.03,0.77,1.37
SNA,SFO,20-Apr,81,98.77,98.77,98.77,0,0,0.37,1.52,10.32,0.64,2.35,0.16,0,0.35
SNA,SJC,20-Apr,87,97.7,97.7,97.7,0,0,0.85,0.97,7.56,1.3,0.07,0.35,0.01,0.78
SNA,SLC,20-Apr,60,91.67,91.67,91.67,0,0,5.4,1.6,12.33,5.72,0.35,1.97,1.73,5.38
SNA,SMF,20-Apr,57,100,100,100,0,0,0.18,0.84,7.33,0.3,0.32,0.26,0.05,0
SNA,TEB,20-Apr,1,0,0,0,0,0,18,5.3,14,23,6,0,11,29
SNA,VNY,20-Apr,3,100,100,100,0,0,0,8.3,17,8,1,0,0.67,7.33
STL,ABQ,20-Apr,1,100,100,0,0,0,0,0,7,0,0,0.9,75,68
STL,ATL,20-Apr,103,100,99.03,99.03,0,0,0.2,0.81,9.16,0.42,2.92,0.73,0.89,0.4
STL,AUS,20-Apr,29,96.55,96.55,96.55,0,0,1,0.6,8,1.07,1.93,0.35,1.76,1.48
STL,BDL,20-Apr,14,100,100,100,0,0,0.29,0.4,7.43,0.21,1.79,0.2,0,0
STL,BNA,20-Apr,31,93.55,90.32,93.55,0,0,4.61,1.35,8.61,5.16,1.81,0.13,0.26,4
STL,BOS,20-Apr,43,97.67,95.35,97.67,0,0,2.26,0.97,8.28,2.53,1.26,0.71,0.21,1.53
STL,BWI,20-Apr,65,98.46,98.46,100,0,0,0.52,0.83,8.11,0.74,1.38,0.93,0.02,0
STL,CLE,20-Apr,26,96.15,96.15,96.15,0,0,1.58,0.94,8.12,1.65,2.31,1.84,0.62,1.27
STL,CLT,20-Apr,39,100,100,100,0,0,0.1,2.23,12.31,0.69,1.69,2.59,0.36,0
STL,CVG,20-Apr,23,86.96,86.96,91.3,0,0,5.04,0.7,9.43,5.52,0.61,0.29,0.22,4.65
STL,DAL,20-Apr,80,96.25,96.25,95,0,0,1.1,0.65,7.72,1.23,1.94,0.62,1.56,2.05
STL,DCA,20-Apr,53,98.11,98.11,100,0,0,0.85,1.39,9.09,0.87,1.19,1.51,0.47,0.08
STL,DEN,20-Apr,119,99.16,99.16,98.32,0,0,0.68,1.13,9.33,0.81,2.24,0.79,0.8,0.64
STL,DFW,20-Apr,79,98.73,98.73,100,0,0,0.28,1.85,12.19,0.44,1.15,5.1,0.97,0.48
STL,DTW,20-Apr,42,95.24,95.24,95.24,0,0,4.12,0.7,9.69,4.02,0.36,0.5,0.31,3.76
STL,EWR,20-Apr,6,100,100,100,0,0,0,6.73,16,0.5,1.5,3.47,0,0
STL,FLL,20-Apr,31,87.1,87.1,90.32,0,0,7.58,0.89,7.97,7.61,2.23,0.98,0,5.16
STL,HOU,20-Apr,33,100,100,96.97,0,0,0.64,0.84,7.94,1.06,0.7,0.58,1.36,1.64
STL,HPN,20-Apr,2,100,50,50,0,0,0,7.5,16.5,7.5,6.5,0.2,7.5,10
STL,IAD,20-Apr,40,97.5,95,100,0,0,0.48,4.05,12.85,1.35,4.22,0.81,0,0.13
STL,IAH,20-Apr,23,100,100,100,0,0,0,2.77,12.61,0.48,4.52,2.13,1.43,0.39
STL,IND,20-Apr,1,100,100,100,0,0,0,8,17,8,1,0,4,11
STL,LAS,20-Apr,58,94.83,94.83,96.55,0,0,1.71,1.01,8.1,2.03,1.95,0.4,1.36,2.09
STL,LAX,20-Apr,38,92.11,92.11,97.37,0,0,1.87,0.94,8.95,1.79,1.42,0.31,0.34,0.5
STL,LGA,20-Apr,40,95,95,100,0,0,1.1,0.71,8.3,1.1,4.25,1.02,0,0.08
STL,MCI,20-Apr,26,92.31,92.31,92.31,0,0,3.35,0.76,8.04,3.42,1.54,1.03,0.69,3.35
STL,MCO,20-Apr,80,97.5,96.25,96.25,0,0,2.44,1.54,8.84,3.06,0.65,0.68,0.6,2.31
STL,MDW,20-Apr,76,97.37,97.37,97.37,0,0,1.36,1.17,8.57,1.66,3.18,0.38,0.28,0.95
STL,MIA,20-Apr,26,100,100,100,0,0,0,2.27,12.58,0.15,1.85,0.97,0.12,0
STL,MKE,20-Apr,16,100,100,100,0,0,0,0.36,7.5,0.06,2.31,0.81,0.06,0
STL,MSP,20-Apr,48,97.92,97.92,97.92,0,0,2,0.65,8.88,1.83,0.96,0.2,1.23,2.02
